h3_cell,lat,lon,location_name,police_station,violation_count,violations_per_device,unique_vehicles,unique_days,CIS,rank,hotspot_status,hotspot_confidence,cis_violation_density,cis_vehicle_severity,cis_queueing_delay,cis_road_capacity_impact,cis_temporal_persistence,cis_peak_hour_ratio,bpr_delay_min_per_km,expected_n,mean_dwell,chronic_offender_count,peak_ratio,peak_description,road_type,lanes,dominant_vehicle,dominant_violation,gi_z_score,gi_p_value,lisa_label
8960144a2cbffff,13.0715267,77.442553,No Police Station / Cell-cbffff,No Police Station,1,1.0,1,1,18.89762015707783,499,NOT_HOTSPOT,0.0,0.0,0.7,0.2425000554729393,0.0031746031746031746,0.0,0.0,0.0721285610858029,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,LORRY/GOODS VEHICLE,WRONG PARKING,-0.3068628427340854,0.119,LL
8960144a2dbffff,13.070772475,77.4438399,No Police Station / Cell-dbffff,No Police Station,4,4.0,4,1,17.225778997678326,688,NOT_HOTSPOT,0.0,0.01910828025477707,0.575,0.24573693289877838,0.022222222222222223,0.0,0.0,0.0723701988329885,0.0018228864254214,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,LORRY/GOODS VEHICLE,WRONG PARKING,-0.335926305797564,0.079,LL
8960144a64bffff,13.065641133333337,77.45335143333334,No Police Station / Cell-4bffff,No Police Station,3,3.0,3,1,20.08498469538422,421,NOT_HOTSPOT,0.0,0.012738853503184714,0.2333333333333333,0.24308757265213485,0.015873015873015872,0.0,1.0,0.0721724201230591,0.001367164819066,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,PASSENGER AUTO,NO PARKING | WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,-0.3262379078351828,0.092,LL
8960144b4dbffff,13.085203484210528,77.48646901578948,Chikkabanavara / Cell-dbffff,Chikkabanavara,19,19.0,19,1,9.563540603531512,1728,EMERGING,0.3,0.11464968152866242,0.0,0.24676969017050943,0.11746031746031746,0.0,0.0,0.0724472957099164,0.0086587105207517,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,WRONG PARKING,-0.4189707174307284,0.008,HL
8960144b5a3ffff,13.06802355,77.44888053333334,No Police Station / Cell-a3ffff,No Police Station,12,6.0,12,7,16.16276517412544,794,NOT_HOTSPOT,0.0,0.03184713375796178,0.475,0.24713886531834356,0.03492063492063492,0.04,0.0,0.072474855187556,0.0027343296381321,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,HGV,WRONG PARKING,-0.3553051951387544,0.056,LL
8960144b5afffff,13.069667666666666,77.4462186,No Police Station / Cell-afffff,No Police Station,3,1.5,3,2,21.109152570354283,350,NOT_HOTSPOT,0.0,0.0031847133757961785,0.8,0.2433814987027307,0.006349206349206349,0.006666666666666667,0.0,0.0721943621429015,0.000683582409533,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,HGV,WRONG PARKING,-0.3117064153152898,0.109,LL
8960144b5b3ffff,13.06699575,77.45180705,No Police Station / Cell-b3ffff,No Police Station,2,1.0,2,2,17.96281865846516,642,NOT_HOTSPOT,0.0,0.0,0.65,0.24242664720897225,0.0031746031746031746,0.006666666666666667,0.0,0.0721230810489661,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,HGV,WRONG PARKING,-0.3068628427340854,0.12,LL
89601451097ffff,12.8778133,77.517105,Thalagattapura / Cell-97ffff,Thalagattapura,1,1.0,1,1,24.528845775089664,190,NOT_HOTSPOT,0.0,0.0,0.0,0.7240613363735308,0.0031746031746031746,0.0,1.0,0.1080778318613138,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),local,2.0,SCOOTER,NO PARKING,-0.0551728277537223,0.443,LL
896014511cbffff,12.8838377,77.5019219,Thalagattapura / Cell-cbffff,Thalagattapura,1,1.0,1,1,6.880011372541205,2105,NOT_HOTSPOT,0.0,0.0,0.1,0.24161961624610778,0.0031746031746031746,0.0,0.0,0.0720628349790288,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,PASSENGER AUTO,WRONG PARKING,-0.3919480055574534,0.023,LL
89601451207ffff,12.9097421625,77.51339805,Kengeri / Cell-07ffff,Kengeri,8,8.0,8,1,6.69950546812546,2134,NOT_HOTSPOT,0.0,0.044585987261146494,0.0,0.2435285036155542,0.047619047619047616,0.0,0.0,0.0722053362797892,0.0036457728508428,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,NO PARKING,-0.3754976529721267,0.032,HL
8960145120fffff,12.91424985,77.51440935,Kengeri / Cell-0fffff,Kengeri,2,1.0,2,2,18.6043118186487,542,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.006666666666666667,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,NO PARKING,-0.2833631310971551,0.156,LL
89601451233ffff,12.909474,77.5130762,Kengeri / Cell-33ffff,Kengeri,1,1.0,1,1,4.87707852541898,2273,NOT_HOTSPOT,0.0,0.0,0.0,0.2414729738899966,0.0031746031746031746,0.0,0.0,0.0720518879075426,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,NO PARKING,-0.3076731776181174,0.118,LL
8960145123bffff,12.9128301,77.5137208,Kengeri / Cell-3bffff,Kengeri,3,3.0,3,1,10.754590343349076,1550,NOT_HOTSPOT,0.0,0.012738853503184714,0.2666666666666666,0.24323452171704432,0.015873015873015872,0.0,0.0,0.0721833900908164,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,PARKING IN A MAIN ROAD | NO PARKING,-0.3076007090049551,0.118,LL
89601451257ffff,12.916572966666669,77.52058868888889,Kengeri / Cell-57ffff,Kengeri,9,9.0,9,4,16.332867054323668,778,NOT_HOTSPOT,0.0,0.050955414012738856,0.2333333333333333,0.24691733916851374,0.05396825396825397,0.02,0.4444444444444444,0.0724583179287274,0.0041014944571981,99.04607820366608,0.0,0.4444444444444444,Moderate peak-hour concentration (40-60%),collector,2.0,CAR,WRONG PARKING,-0.3608812706175974,0.045,HL
89601451263ffff,12.91848164,77.513663,Kengeri / Cell-63ffff,Kengeri,5,1.6666666666666667,5,3,7.9908175310918095,1996,NOT_HOTSPOT,0.0,0.004246284501061572,0.13999999999999999,0.24201079870604125,0.007407407407407408,0.013333333333333334,0.0,0.0720920373354734,0.0007595360105922,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,NO PARKING,-0.2768562654723743,0.168,LL
8960145126bffff,12.921978866666668,77.51446776666667,Kengeri / Cell-6bffff,Kengeri,3,3.0,3,1,5.3977607845740385,2228,NOT_HOTSPOT,0.0,0.012738853503184714,0.0,0.2420597104449591,0.015873015873015872,0.0,0.0,0.0720956886700308,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,MOTOR CYCLE,NO PARKING,-0.3772876263701546,0.031,LL
89601451287ffff,12.9026833,77.5190814,Kengeri / Cell-87ffff,Kengeri,1,1.0,1,1,8.882944776680523,1831,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,JEEP,NO PARKING,-0.3919480055574534,0.023,LL
896014512a3ffff,12.904228566666667,77.51244003333333,Kengeri / Cell-a3ffff,Kengeri,3,3.0,3,2,10.821257010015742,1534,NOT_HOTSPOT,0.0,0.012738853503184714,0.2666666666666666,0.24323452171704432,0.015873015873015872,0.006666666666666667,0.0,0.0721833900908164,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.3270482208278014,0.091,LL
896014512a7ffff,12.9039264,77.5108473,Kengeri / Cell-a7ffff,Kengeri,1,1.0,1,1,24.891748332470602,168,NOT_HOTSPOT,0.0,0.0,0.5,0.24220646424257758,0.0031746031746031746,0.0,1.0,0.0721066440607924,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,LGV,NO PARKING,-0.3076731776181174,0.118,LL
8960145140bffff,12.8761357,77.53007835,Thalagattapura / Cell-0bffff,Thalagattapura,2,1.0,2,2,8.94961144334719,1815,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.006666666666666667,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,MAXI-CAB,WRONG PARKING,-0.1232409580124167,0.458,LL
89601451483ffff,12.866445636842103,77.53467838421052,Thalagattapura / Cell-83ffff,Thalagattapura,19,3.8,19,15,6.886664602712892,2103,NOT_HOTSPOT,0.0,0.017834394904458598,0.23157894736842105,0.0017645472820136422,0.02095238095238095,0.09333333333333334,0.0526315789473684,0.0541572948887967,0.0017317421041503,99.04607820366608,0.0,0.0526315789473684,Distributed throughout the day,arterial,2.0,CAR,WRONG PARKING,0.1461990585098728,0.242,LH
89601451497ffff,12.8644912,77.5331024,Thalagattapura / Cell-97ffff,Thalagattapura,1,1.0,1,1,4.055594589029794,2356,NOT_HOTSPOT,0.0,0.0,0.2,0.00039877707053728706,0.0031746031746031746,0.0,0.0,0.0540553380972173,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,2.0,CAR,NO PARKING,0.1441695537181684,0.244,LH
8960145149bffff,12.868375694736844,77.5361911263158,Thalagattapura / Cell-9bffff,Thalagattapura,19,6.333333333333333,18,13,6.89582034380487,2100,NOT_HOTSPOT,0.0,0.03397027600849257,0.23157894736842105,0.002971447033428973,0.037037037037037035,0.08,0.0,0.054247391762618,0.0028862368402505,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,2.0,CAR,WRONG PARKING,0.1216452021037679,0.263,LH
896014514c3ffff,12.8741824,77.53871236666667,Thalagattapura / Cell-c3ffff,Thalagattapura,3,1.5,3,3,11.146448953311051,1489,NOT_HOTSPOT,0.0,0.0031847133757961785,0.13333333333333336,0.2419129845172357,0.006349206349206349,0.013333333333333334,0.3333333333333333,0.0720847353597986,0.000683582409533,99.04607820366608,0.0,0.3333333333333333,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.0361946735024492,0.412,LL
896014514d3ffff,12.871897666666666,77.53910779047618,Thalagattapura / Cell-d3ffff,Thalagattapura,21,21.0,19,9,16.95656542548207,715,NOT_HOTSPOT,0.0,0.12738853503184713,0.23809523809523814,0.25478307867477057,0.13015873015873017,0.05333333333333334,0.1428571428571428,0.0730455071621127,0.0095701537334624,99.04607820366608,0.0,0.1428571428571428,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,-0.2263628094352681,0.276,HL
896014514d7ffff,12.870367803125,77.537703228125,Thalagattapura / Cell-d7ffff,Thalagattapura,32,8.0,30,15,10.211993819913127,1611,NOT_HOTSPOT,0.0,0.044585987261146494,0.228125,0.0037362545382709335,0.047619047619047616,0.09333333333333334,0.28125,0.0543044857881827,0.0036457728508428,99.04607820366608,0.0,0.28125,Distributed throughout the day,arterial,2.0,CAR,WRONG PARKING,-0.1003219235787251,0.492,HL
896014514dbffff,12.874251525,77.540935175,Thalagattapura / Cell-dbffff,Thalagattapura,36,4.0,35,20,6.421322327304041,2150,NOT_HOTSPOT,0.0,0.01910828025477707,0.14722222222222223,0.0005140993800639989,0.022222222222222223,0.12666666666666668,0.1388888888888889,0.054063947080323,0.0006625594117944,36.0,0.0,0.1388888888888889,Distributed throughout the day,arterial,2.0,CAR,NO PARKING,-0.0604225779931371,0.452,LL
89601451613ffff,12.8931845,77.537668,Thalagattapura / Cell-13ffff,Thalagattapura,1,1.0,1,1,18.537645151982034,549,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,WRONG PARKING,-0.4148689065629321,0.012,LL
8960145164bffff,12.907506134713111,77.5400347975,K.S. Layout / Cell-4bffff,K.S. Layout,4,1.3333333333333333,3,4,17.68342359940835,664,NOT_HOTSPOT,0.0,0.002123142250530785,0.5,0.242548998189,0.005291005291005291,0.02,0.25,0.0721322147328504,0.0006076288084738,99.04607820366608,0.0,0.25,Distributed throughout the day,collector,2.0,LGV,WRONG PARKING,-0.2271834738520561,0.273,LL
8960145164fffff,12.906572277939109,77.53498177,K.S. Layout / Cell-4fffff,K.S. Layout,1,1.0,1,1,14.528845775089664,991,NOT_HOTSPOT,0.0,0.0,0.0,0.7240613363735308,0.0031746031746031746,0.0,0.0,0.1080778318613138,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,MOPED,PARKING IN A MAIN ROAD | WRONG PARKING,-0.29308714970554,0.137,LL
8960145165bffff,12.905917475438596,77.54234991754386,K.S. Layout / Cell-5bffff,K.S. Layout,57,8.142857142857142,56,26,11.273220840219587,1469,NOT_HOTSPOT,0.0,0.04549590536851683,0.11578947368421058,0.24495800598597592,0.048526077097505664,0.16666666666666666,0.0526315789473684,0.0723120507724752,0.003710875937465,99.04607820366608,0.0,0.0526315789473684,Distributed throughout the day,collector,2.0,SCOOTER,WRONG PARKING,-0.3028908292350085,0.124,HL
89601451663ffff,12.9048421,77.5299793,K.S. Layout / Cell-63ffff,K.S. Layout,1,1.0,1,1,4.87707852541898,2273,NOT_HOTSPOT,0.0,0.0,0.0,0.2414729738899966,0.0031746031746031746,0.0,0.0,0.0720518879075426,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,WRONG PARKING,-0.302811168313925,0.124,LL
8960145166bffff,12.907096614408124,77.53212372,K.S. Layout / Cell-6bffff,K.S. Layout,1,1.0,1,1,14.528845775089664,991,NOT_HOTSPOT,0.0,0.0,0.0,0.7240613363735308,0.0031746031746031746,0.0,0.0,0.1080778318613138,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,MOPED,PARKING IN A MAIN ROAD | WRONG PARKING,-0.29308714970554,0.136,LL
8960145167bffff,12.905993697226842,77.53293782287084,K.S. Layout / Cell-7bffff,K.S. Layout,5,2.5,5,4,5.467589384005618,2220,NOT_HOTSPOT,0.0,0.009554140127388535,0.0,0.2419129845172357,0.012698412698412698,0.02,0.0,0.0720847353597986,0.0011393040158883,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,MOPED,PARKING IN A MAIN ROAD | WRONG PARKING,-0.3076185377884655,0.116,LL
89601451697ffff,12.8865023,77.5380934,Thalagattapura / Cell-97ffff,Thalagattapura,1,1.0,1,1,8.882944776680523,1831,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.3299573869289995,0.082,LL
896014516cbffff,12.9009745,77.5441708,K.S. Layout / Cell-cbffff,K.S. Layout,1,1.0,1,1,14.528845775089664,991,NOT_HOTSPOT,0.0,0.0,0.0,0.7240613363735308,0.0031746031746031746,0.0,0.0,0.1080778318613138,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,SCOOTER,NO PARKING,-0.2336780264933598,0.26,LL
89601451847ffff,12.8963282,77.4548149,Kengeri / Cell-47ffff,Kengeri,1,1.0,1,1,28.537645151982034,89,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,1.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),local,2.0,CAR,WRONG PARKING,-0.4049360304120095,0.016,LL
8960145187bffff,12.896729933333331,77.45337496666667,Kengeri / Cell-7bffff,Kengeri,3,3.0,3,3,22.241845521868616,290,NOT_HOTSPOT,0.0,0.012738853503184714,0.5,0.2442639473096878,0.015873015873015872,0.013333333333333334,0.6666666666666666,0.0722602382529111,0.001367164819066,99.04607820366608,0.0,0.6666666666666666,Heavy peak-hour concentration (>60%),collector,2.0,LGV,WRONG PARKING,-0.4243084460397288,0.008,LL
89601451aa7ffff,12.9035725,77.4498397,Kengeri / Cell-a7ffff,Kengeri,1,1.0,1,1,14.8917483324706,929,NOT_HOTSPOT,0.0,0.0,0.5,0.24220646424257758,0.0031746031746031746,0.0,0.0,0.0721066440607924,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,LGV,WRONG PARKING,-0.4326120833743358,0.006,LL
89601451d6bffff,12.87840735,77.4453044,Kengeri / Cell-6bffff,Kengeri,2,1.0,2,2,7.0718922069759635,2081,NOT_HOTSPOT,0.0,0.0,0.35,0.00026127701546491513,0.0,0.006666666666666667,0.0,0.0540450735121946,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,4.0,CAR,NO PARKING | PARKING IN A MAIN ROAD,-0.4049360304120095,0.016,LL
89601451e2bffff,12.9013385,77.46745385,Kengeri / Cell-2bffff,Kengeri,2,1.0,2,2,4.122261255696461,2350,NOT_HOTSPOT,0.0,0.0,0.2,0.00039877707053728706,0.0031746031746031746,0.006666666666666667,0.0,0.0540553380972173,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,2.0,CAR,PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING,-0.3932672080819476,0.023,LL
89601451e7bffff,12.90589455,77.47567065000001,Kengeri / Cell-7bffff,Kengeri,2,2.0,2,1,9.149157729976036,1787,NOT_HOTSPOT,0.0,0.006369426751592357,0.2,0.24235324591645413,0.009523809523809525,0.0,0.0,0.0721176015325584,0.0009114432127107,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING,-0.3446099506207206,0.064,LL
89601453343ffff,12.8601758,77.52886505000001,Thalagattapura / Cell-43ffff,Thalagattapura,2,1.0,2,2,6.124461726658889,2173,NOT_HOTSPOT,0.0,0.0,0.3,0.0005088006186587124,0.0031746031746031746,0.006666666666666667,0.0,0.054063551519849,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,2.0,CAR,NO PARKING,0.1441695537181684,0.245,LH
8960145334bffff,12.86193311904762,77.52998712698414,Thalagattapura / Cell-4bffff,Thalagattapura,63,31.5,57,17,13.718831132069303,1129,NOT_HOTSPOT,0.0,0.1942675159235669,0.18888888888888888,0.013583352175196954,0.19682539682539682,0.10666666666666667,0.0793650793650793,0.0550395863731814,0.0143552306001936,99.04607820366608,1.0,0.0793650793650793,Distributed throughout the day,arterial,2.0,CAR,NO PARKING,-0.1515366247030801,0.418,HL
89601458033ffff,12.992623266666667,77.50783813333334,Kamakshipalya / Cell-33ffff,Kamakshipalya,3,1.5,3,2,8.41458280958816,1937,NOT_HOTSPOT,0.0,0.0031847133757961785,0.16666666666666666,0.24198634399775806,0.006349206349206349,0.006666666666666667,0.0,0.0720902117548782,0.000683582409533,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,NO PARKING,-0.1339064106483553,0.439,LL
89601458037ffff,12.990244450980391,77.50478223529412,Kamakshipalya / Cell-37ffff,Kamakshipalya,51,4.25,51,23,6.270160777814351,2158,NOT_HOTSPOT,0.0,0.020700636942675158,0.10784313725490202,0.0006784611997684826,0.010317460317460317,0.14666666666666667,0.196078431372549,0.054076216936302,0.0019368168270102,99.04607820366608,0.0,0.196078431372549,Distributed throughout the day,arterial,4.0,PASSENGER AUTO,WRONG PARKING,-0.3012767333944935,0.124,LL
89601458053ffff,12.9976792,77.52194915000001,Peenya / Cell-53ffff,Peenya,2,2.0,2,1,13.160905841679574,1196,NOT_HOTSPOT,0.0,0.006369426751592357,0.4,0.24294065150163105,0.009523809523809525,0.0,0.0,0.072161452239154,0.0009114432127107,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,LGV,NO PARKING,0.30172628203412,0.148,LH
89601458083ffff,12.986991084247173,77.51927811594165,Kamakshipalya / Cell-83ffff,Kamakshipalya,175,14.583333333333334,153,23,14.478155002361481,1012,EMERGING,0.3,0.08651804670912952,0.023428571428571444,0.24622050919197955,0.08941798941798942,0.14666666666666667,0.4114285714285714,0.0724062985274498,0.0069917655521251,104.2,1.0,0.4114285714285714,Moderate peak-hour concentration (40-60%),collector,2.0,SCOOTER,NO PARKING,-0.2826069046832265,0.153,HL
8960145808bffff,12.98800645,77.5203307,Kamakshipalya / Cell-8bffff,Kamakshipalya,4,4.0,4,2,17.885341894633797,648,NOT_HOTSPOT,0.0,0.01910828025477707,0.0,0.7253817444132185,0.022222222222222223,0.006666666666666667,0.25,0.1081764022988376,0.0018228864254214,99.04607820366608,0.0,0.25,Distributed throughout the day,local,2.0,MOTOR CYCLE,NO PARKING,-0.2226581215970652,0.283,LL
89601458093ffff,12.9830969,77.5201335,Kamakshipalya / Cell-93ffff,Kamakshipalya,4,4.0,4,1,15.31867522796713,885,NOT_HOTSPOT,0.0,0.01910828025477707,0.0,0.7253817444132185,0.022222222222222223,0.0,0.0,0.1081764022988376,0.0018228864254214,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,MOTOR CYCLE,NO PARKING,-0.1946090995355285,0.326,LL
8960145809bffff,12.987036093333334,77.52065496666667,Kamakshipalya / Cell-9bffff,Kamakshipalya,15,7.5,13,3,1.8383724920691826,2409,EMERGING,0.3,0.041401273885350316,0.0,0.00016703224677122925,0.044444444444444446,0.013333333333333334,0.0,0.0540380379990765,0.0004313537837203,12.5,0.0,0.0,Distributed throughout the day,arterial,2.0,SCOOTER,NO PARKING,-0.2565749388407546,0.213,HL
896014580afffff,12.989163275609757,77.50783665731707,Kamakshipalya / Cell-afffff,Kamakshipalya,82,4.823529411764706,82,33,6.672088066299599,2137,EMERGING,0.3,0.024353690520794304,0.11951219512195124,0.0008066161870792069,0.012138188608776843,0.21333333333333335,0.1341463414634146,0.0540857838980217,0.0021981865718317,99.04607820366608,0.0,0.1341463414634146,Distributed throughout the day,arterial,4.0,CAR,NO PARKING,-0.2690198632877013,0.191,LL
896014580b7ffff,12.981962,77.5110253,Jnanabharathi / Cell-b7ffff,Jnanabharathi,1,1.0,1,1,4.003575852964562,2372,NOT_HOTSPOT,0.0,0.0,0.2,0.0001787926482280577,0.0,0.0,0.0,0.0540389159306569,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,4.0,CAR,WRONG PARKING,-0.3136156334343526,0.1,LL
896014580c7ffff,12.99164858181818,77.52097507272728,Kamakshipalya / Cell-c7ffff,Kamakshipalya,11,5.5,11,4,25.29379499922722,153,NOT_HOTSPOT,0.0,0.028662420382165606,0.7454545454545457,0.0037823594042885847,0.020105820105820106,0.02,0.9090909090909092,0.0543079275854747,0.0025064688349544,99.04607820366608,0.0,0.9090909090909092,Heavy peak-hour concentration (>60%),arterial,3.0,HGV,WRONG PARKING,-0.2080224404593931,0.312,LL
896014580cbffff,12.99834305,77.52365803333333,Peenya / Cell-cbffff,Peenya,6,6.0,6,4,13.747432182284678,1124,NOT_HOTSPOT,0.0,0.03184713375796178,0.2,0.24470554905963873,0.03492063492063492,0.02,0.3333333333333333,0.0722932044848603,0.0027343296381321,99.04607820366608,0.0,0.3333333333333333,Distributed throughout the day,collector,2.0,CAR,PARKING IN A MAIN ROAD | NO PARKING,0.2337795089998687,0.185,LH
896014580cfffff,12.9973578,77.5211732,Kamakshipalya / Cell-cfffff,Kamakshipalya,1,1.0,1,1,26.89468396594813,122,NOT_HOTSPOT,0.0,0.0,0.6,0.24235324591645413,0.0031746031746031746,0.0,1.0,0.0721176015325584,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,MINI LORRY,WRONG PARKING,0.2741472691169136,0.162,LH
89601458103ffff,12.987642975,77.4933329,Kamakshipalya / Cell-03ffff,Kamakshipalya,4,1.0,4,4,6.703575852964562,2133,NOT_HOTSPOT,0.0,0.0,0.2,0.0001787926482280577,0.0,0.02,0.25,0.0540389159306569,0.0004557216063553,99.04607820366608,0.0,0.25,Distributed throughout the day,arterial,4.0,PASSENGER AUTO,NO PARKING,-0.319356247594492,0.095,LL
8960145810bffff,12.98798195,77.49446359999999,Kamakshipalya / Cell-0bffff,Kamakshipalya,2,1.0,2,2,8.069692676060132,1987,NOT_HOTSPOT,0.0,0.0,0.15,0.00015130046967324134,0.0,0.006666666666666667,0.5,0.0540368635983572,0.0004557216063553,99.04607820366608,0.0,0.5,Moderate peak-hour concentration (40-60%),arterial,4.0,CAR,PARKING IN A MAIN ROAD | WRONG PARKING,-0.319356247594492,0.095,LL
8960145810fffff,12.9868368,77.4912802,Kamakshipalya / Cell-0fffff,Kamakshipalya,1,1.0,1,1,0.0013766352905874547,2423,NOT_HOTSPOT,0.0,0.0,0.0,6.883176452937273e-05,0.0,0.0,0.0,0.0540307071860182,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,4.0,SCOOTER,WRONG PARKING,-0.3499174489351304,0.051,LL
89601458123ffff,12.985570028571429,77.48586385714286,Kamakshipalya / Cell-23ffff,Kamakshipalya,7,2.333333333333333,7,6,6.615648414796703,2140,NOT_HOTSPOT,0.0,0.00849256900212314,0.08571428571428572,0.0003254396459114207,0.004232804232804232,0.03333333333333333,0.4285714285714285,0.0540498633486434,0.0010633504148291,99.04607820366608,0.0,0.4285714285714285,Moderate peak-hour concentration (40-60%),arterial,4.0,CAR,NO PARKING,-0.4294039518278626,0.007,LL
89601458127ffff,12.985189114285715,77.48115752857143,Kamakshipalya / Cell-27ffff,Kamakshipalya,7,3.5,7,2,4.025852388769315,2369,EMERGING,0.3,0.01592356687898089,0.17142857142857135,0.0006738751254539525,0.007936507936507936,0.006666666666666667,0.0,0.0540758745789866,0.0015950256222437,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,4.0,CAR,WRONG PARKING,-0.4062448452595995,0.015,LL
89601458133ffff,12.9858415,77.4871763,Kamakshipalya / Cell-33ffff,Kamakshipalya,1,1.0,1,1,18.537645151982034,549,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,OTHERS,PARKING IN A MAIN ROAD | WRONG PARKING,-0.4164895763309963,0.012,LL
8960145813bffff,12.986086233333332,77.48790105333335,Kamakshipalya / Cell-3bffff,Kamakshipalya,15,2.142857142857143,14,7,1.1699947810490574,2413,NOT_HOTSPOT,0.0,0.007279344858962693,0.02666666666666666,1.2802876708697386e-05,0.0036281179138321993,0.04,0.0,0.054026524545637,0.0001971903011293,20.0,0.0,0.0,Distributed throughout the day,arterial,4.0,SCOOTER,NO PARKING,-0.4275589550906403,0.008,LL
8960145816bffff,12.99715145,77.48971706666667,Kamakshipalya / Cell-6bffff,Kamakshipalya,6,3.0,6,3,9.213910603520667,1779,NOT_HOTSPOT,0.0,0.012738853503184714,0.18333333333333335,0.24286720139229045,0.015873015873015872,0.013333333333333334,0.0,0.0721559690784974,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,-0.2994975790787691,0.125,LL
