h3_cell,forecast_method,predicted_violations_next_week,predicted_lower,predicted_upper,trend_direction,trend_slope,forecast_confidence,CIS,hotspot_status,police_station,location_name,lat,lon,trend_multiplier,predicted_risk,risk_category
8961892e83bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,Pulikeshinagar(F.Town),Pulikeshinagar(F.Town) / Cell-3bffff,12.9943494,77.6268768,0.8,7.106355821344419,MINIMAL
89601459417ffff,trend_classifier,9,0,0,RISING,1.9000000000000001,0.5,12.433908700347008,NOT_HOTSPOT,Yeshwanthpura,Yeshwanthpura / Cell-17ffff,13.028125295662171,77.5618438296686,1.3,16.16408131045111,MINIMAL
8960145850bffff,trend_classifier,1,0,0,RISING,0.29999999999999993,0.5,7.577861866289984,NOT_HOTSPOT,Jnanabharathi,Jnanabharathi / Cell-0bffff,12.97474962,77.50948272000001,1.3,9.85122042617698,MINIMAL
8960145900bffff,trend_classifier,1,0,0,FALLING,-0.5000000000000007,0.5,11.32339762655148,NOT_HOTSPOT,Jalahalli,Jalahalli / Cell-0bffff,13.049090227272728,77.54721176363637,0.7,7.926378338586036,MINIMAL
8960145acabffff,trend_classifier,1,0,0,STABLE,-1.570092458683775e-16,0.5,5.387741555022315,NOT_HOTSPOT,Kengeri,Kengeri / Cell-abffff,12.92261775,77.49611709999999,1.0,5.387741555022315,MINIMAL
89601458417ffff,trend_classifier,26,0,0,RISING,5.8,0.5,10.059512918615171,NOT_HOTSPOT,Vijayanagara,Vijayanagara / Cell-17ffff,12.975835207352942,77.53118653235295,1.3,13.077366794199722,MINIMAL
896189242a7ffff,trend_classifier,1,0,0,RISING,0.7000000000000001,0.5,7.854024323127034,EMERGING,Madiwala,Madiwala / Cell-a7ffff,12.902930547058824,77.62741914117647,1.3,10.210231620065144,MINIMAL
8960145b657ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,18.537645151982037,NOT_HOTSPOT,R.T. Nagar,R.T. Nagar / Cell-57ffff,13.0045392,77.5988627,0.8,14.83011612158563,MINIMAL
8960145b5dbffff,trend_classifier,65,0,0,RISING,14.0,0.5,21.29399787159314,CONFIRMED_HIGH,Upparpet,Upparpet / Cell-dbffff,12.972789529666668,77.58050838499999,1.3,27.682197233071086,LOW
89601451e7bffff,insufficient_data,2,0,0,UNKNOWN,0.0,0.1,9.149157729976036,NOT_HOTSPOT,Kengeri,Kengeri / Cell-7bffff,12.90589455,77.47567065000001,0.8,7.319326183980829,MINIMAL
8961892537bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,28.537645151982037,NOT_HOTSPOT,Jeevanbheemanagar,Jeevanbheemanagar / Cell-7bffff,12.964347839355469,77.64412348801346,0.8,22.830116121585633,LOW
896016960d7ffff,trend_classifier,0,0,0,FALLING,-5.0,0.5,9.32063100382454,EMERGING,Yelahanka,Yelahanka / Cell-d7ffff,13.095427942857144,77.5832598,0.7,6.524441702677177,MINIMAL
89601459573ffff,trend_classifier,12,0,0,RISING,2.599999999999999,0.5,12.713293132398128,EMERGING,Yeshwanthpura,Yeshwanthpura / Cell-73ffff,13.029176248910382,77.53925655949061,1.3,16.527281072117567,MINIMAL
8960145ad2bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,20.900556905986896,NOT_HOTSPOT,Kengeri,Kengeri / Cell-2bffff,12.9234668,77.4728372,0.8,16.72044552478952,MINIMAL
89618920e47ffff,insufficient_data,9,0,0,UNKNOWN,0.0,0.1,15.46140203802392,EMERGING,Whitefield,Whitefield / Cell-47ffff,12.954285066666666,77.74439806666666,0.8,12.369121630419137,MINIMAL
896014586d7ffff,trend_classifier,4,0,0,FALLING,-0.6000000000000011,0.5,17.23191021952786,EMERGING,Vijayanagara,Vijayanagara / Cell-d7ffff,12.997957206664204,77.54378136947216,0.7,12.062337153669503,MINIMAL
8960145a2c3ffff,trend_classifier,0,0,0,FALLING,-1.100000000000001,0.5,15.428160329881283,EMERGING,Magadi Road,Magadi Road / Cell-c3ffff,12.96426158110599,77.55569543778803,0.7,10.799712230916898,MINIMAL
89601459533ffff,trend_classifier,1,0,0,RISING,0.19999999999999996,0.5,15.909845069353253,EMERGING,Yeshwanthpura,Yeshwanthpura / Cell-33ffff,13.021705520833336,77.53451715,1.3,20.68279859015923,LOW
8961892ea1bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,14.87707852541898,NOT_HOTSPOT,Banaswadi,Banaswadi / Cell-1bffff,13.0172507,77.6393786,0.8,11.901662820335185,MINIMAL
896014582dbffff,trend_classifier,11,0,0,RISING,2.999999999999999,0.5,18.94040938584575,EMERGING,Rajajinagar,Rajajinagar / Cell-dbffff,13.017413388397792,77.53148701546962,1.3,24.622532201599476,LOW
89618921a53ffff,trend_classifier,1,0,0,RISING,0.29999999999999993,0.5,5.038124418666806,NOT_HOTSPOT,Mahadevapura,Mahadevapura / Cell-53ffff,13.02059859090909,77.76218468181818,1.3,6.549561744266848,MINIMAL
89618925d2fffff,trend_classifier,0,0,0,STABLE,-2.0083673326242142e-16,0.5,11.051758381153729,EMERGING,Jayanagara,Jayanagara / Cell-2fffff,12.92168422,77.58595218666666,1.0,11.051758381153729,MINIMAL
8961892c493ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,K.R. Pura,K.R. Pura / Cell-93ffff,13.0207568,77.6855388,0.8,7.106355821344419,MINIMAL
8961892e903ffff,trend_classifier,1,0,0,FALLING,-0.3000000000000005,0.5,17.116722243785002,CONFIRMED,Pulikeshinagar(F.Town),Pulikeshinagar(F.Town) / Cell-03ffff,12.984781781818183,77.61209540909091,0.7,11.9817055706495,MINIMAL
89601458527ffff,insufficient_data,6,0,0,UNKNOWN,0.0,0.1,7.406567685133643,EMERGING,Jnanabharathi,Jnanabharathi / Cell-27ffff,12.969740083333337,77.49820763333334,0.8,5.925254148106915,MINIMAL
8961892cc6fffff,trend_classifier,2,0,0,FALLING,-0.3000000000000007,0.5,13.315780440375253,NOT_HOTSPOT,K.G. Halli,K.G. Halli / Cell-6fffff,13.041734923076923,77.6137744076923,0.7,9.321046308262677,MINIMAL
8960145b5bbffff,trend_classifier,0,0,0,FALLING,-1.0000000000000009,0.5,11.793693477310134,NOT_HOTSPOT,Chamarajpet,Chamarajpet / Cell-bbffff,12.964579069565218,77.56832649130435,0.7,8.255585434117092,MINIMAL
8960145a393ffff,trend_classifier,0,0,0,FALLING,-0.3000000000000004,0.5,14.762032332380985,EMERGING,Byatarayanapura,Byatarayanapura / Cell-93ffff,12.947473928070174,77.53348839824562,0.7,10.33342263266669,MINIMAL
89618925807ffff,trend_classifier,2,0,0,STABLE,-3.14018491736755e-16,0.5,11.44927053778978,NOT_HOTSPOT,Wilson Garden,Wilson Garden / Cell-07ffff,12.938910983333336,77.59840533333333,1.0,11.44927053778978,MINIMAL
896014595bbffff,insufficient_data,9,0,0,UNKNOWN,0.0,0.1,22.75456136271632,NOT_HOTSPOT,Rajajinagar,Rajajinagar / Cell-bbffff,13.017917288888889,77.53918804444444,0.8,18.203649090173055,MINIMAL
8961892598fffff,trend_classifier,2,0,0,RISING,1.0999999999999996,0.5,20.10490950159455,EMERGING,Jayanagara,Jayanagara / Cell-8fffff,12.928849043636363,77.58267331127273,1.3,26.136382352072914,LOW
89618920b0bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,18.537645151982037,NOT_HOTSPOT,HAL Old Airport,HAL Old Airport / Cell-0bffff,12.9593336,77.7028127,0.8,14.83011612158563,MINIMAL
8961892e44bffff,trend_classifier,4,0,0,STABLE,-0.5000000000000008,0.5,8.97775453444117,EMERGING,Mahadevapura,Mahadevapura / Cell-4bffff,12.989501247058824,77.71254121764707,1.0,8.97775453444117,MINIMAL
8961892c38bffff,trend_classifier,0,0,0,FALLING,-0.7000000000000006,0.5,11.964208668412727,NOT_HOTSPOT,Hennuru,Hennuru / Cell-8bffff,13.0566353625,77.6515472,0.7,8.374946067888908,MINIMAL
89618922817ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,4.055594589029794,NOT_HOTSPOT,No Police Station,No Police Station / Cell-17ffff,12.8852117,77.746775,0.8,3.244475671223835,MINIMAL
89618925d37ffff,trend_classifier,1,0,0,FALLING,-0.5000000000000007,0.5,9.04111419509074,NOT_HOTSPOT,J.P. Nagar,J.P. Nagar / Cell-37ffff,12.916827933333332,77.58965845,0.7,6.328779936563518,MINIMAL
89601459613ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,20.900556905986896,NOT_HOTSPOT,Kodigehalli,Kodigehalli / Cell-13ffff,13.0522291,77.5681241,0.8,16.72044552478952,MINIMAL
89618925347ffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,18.6043118186487,NOT_HOTSPOT,Jeevanbheemanagar,Jeevanbheemanagar / Cell-47ffff,12.96171666575998,77.64587329747314,1.0,18.6043118186487,MINIMAL
89618924653ffff,trend_classifier,1,0,0,STABLE,-4.025615028083654e-16,0.5,7.270298160670606,NOT_HOTSPOT,Bellandur,Bellandur / Cell-53ffff,12.901102541666669,77.660174725,1.0,7.270298160670606,MINIMAL
89618924bc3ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,4.87707852541898,NOT_HOTSPOT,K.S. Layout,K.S. Layout / Cell-c3ffff,12.9043832,77.5650205,0.8,3.9016628203351846,MINIMAL
89618925457ffff,trend_classifier,3,0,0,STABLE,0.19999999999999982,0.5,13.784707191971876,EMERGING,HAL Old Airport,HAL Old Airport / Cell-57ffff,12.929086419230767,77.68165210384615,1.0,13.784707191971876,MINIMAL
89618926b83ffff,insufficient_data,2,0,0,UNKNOWN,0.0,0.1,0.3100683530576975,NOT_HOTSPOT,Hulimavu,Hulimavu / Cell-83ffff,12.84448045,77.58816885,0.8,0.248054682446158,MINIMAL
8960169644fffff,trend_classifier,3,0,0,FALLING,-1.7000000000000008,0.5,9.969942606180506,EMERGING,Yelahanka,Yelahanka / Cell-4fffff,13.093499605,77.59419338038462,0.7,6.978959824326354,MINIMAL
8961892c97bffff,insufficient_data,6,0,0,UNKNOWN,0.0,0.1,11.222935921162664,EMERGING,Kodigehalli,Kodigehalli / Cell-7bffff,13.046862833333334,77.58073576666668,0.8,8.978348736930132,MINIMAL
8961892408bffff,trend_classifier,0,0,0,FALLING,-5.999999999999999,0.5,22.0357302783671,CONFIRMED,Hulimavu,Hulimavu / Cell-8bffff,12.884614033802164,77.63533480737439,0.7,15.42501119485697,MINIMAL
8960145b66bffff,trend_classifier,0,0,0,FALLING,-2.0,0.5,13.06016526366292,NOT_HOTSPOT,R.T. Nagar,R.T. Nagar / Cell-6bffff,13.01037665,77.59111775000001,0.7,9.142115684564043,MINIMAL
8961892090bffff,trend_classifier,23,0,0,RISING,5.1000000000000005,0.5,13.739475400132784,EMERGING,HAL Old Airport,HAL Old Airport / Cell-0bffff,12.937771793214983,77.70030396732619,1.3,17.86131802017262,MINIMAL
89618924267ffff,trend_classifier,0,0,0,FALLING,-0.30000000000000027,0.5,11.014621907075774,NOT_HOTSPOT,Madiwala,Madiwala / Cell-67ffff,12.91699814,77.62916321333334,0.7,7.710235334953041,MINIMAL
89618925c8fffff,trend_classifier,3,0,0,STABLE,-0.8000000000000008,0.5,9.848503100282748,EMERGING,Madiwala,Madiwala / Cell-8fffff,12.92022211906252,77.62092001338787,1.0,9.848503100282748,MINIMAL
8960145a5b7ffff,trend_classifier,6,0,0,STABLE,0.2999999999999993,0.5,20.941206038641727,NOT_HOTSPOT,K.S. Layout,K.S. Layout / Cell-b7ffff,12.907805651852325,77.53289302437807,1.0,20.941206038641727,LOW
89601459e17ffff,trend_classifier,7,0,0,RISING,1.3999999999999997,0.5,6.780124857618818,NOT_HOTSPOT,Chikkabanavara,Chikkabanavara / Cell-17ffff,13.05029146888889,77.50774757111111,1.3,8.814162314904463,MINIMAL
8961892e13bffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,10.945211546027528,EMERGING,Banaswadi,Banaswadi / Cell-3bffff,12.9872476,77.66381584999999,1.0,10.945211546027528,MINIMAL
8960145b34bffff,trend_classifier,6,0,0,RISING,1.9999999999999987,0.5,16.50121773560711,NOT_HOTSPOT,Yeshwanthpura,Yeshwanthpura / Cell-4bffff,13.0199518,77.56238665,1.3,21.451583056289245,LOW
8960145b1c3ffff,trend_classifier,1,0,0,FALLING,-1.200000000000003,0.5,17.082754962442817,EMERGING,Rajajinagar,Rajajinagar / Cell-c3ffff,12.985759385263158,77.56008718105264,0.7,11.957928473709972,MINIMAL
8961892e98bffff,trend_classifier,1,0,0,RISING,0.5999999999999998,0.5,12.295539669521558,CONFIRMED,Halasur,Halasur / Cell-8bffff,12.981367810638297,77.61546832340426,1.3,15.984201570378026,MINIMAL
89618920b77ffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,18.6043118186487,EMERGING,HAL Old Airport,HAL Old Airport / Cell-77ffff,12.9602237,77.70039535000001,1.0,18.6043118186487,MINIMAL
896014584c7ffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,17.871990916361774,NOT_HOTSPOT,Vijayanagara,Vijayanagara / Cell-c7ffff,12.9764879,77.5365536,1.0,17.871990916361774,MINIMAL
8960145a24bffff,trend_classifier,18,0,0,RISING,1.999999999999999,0.5,24.073127955103963,EMERGING,Magadi Road,Magadi Road / Cell-4bffff,12.974451499464024,77.55207251704448,1.3,31.295066341635152,LOW
8960145a283ffff,trend_classifier,1,0,0,STABLE,-4.025615028083654e-16,0.5,6.978152848205058,NOT_HOTSPOT,Chamarajpet,Chamarajpet / Cell-83ffff,12.95737229047619,77.55225373809523,1.0,6.978152848205058,MINIMAL
896189258b3ffff,trend_classifier,3,0,0,RISING,0.9999999999999996,0.5,13.290013847070398,NOT_HOTSPOT,Mico Layout,Mico Layout / Cell-b3ffff,12.93118848,77.60094762,1.3,17.277018001191518,MINIMAL
8960145b11bffff,trend_classifier,23,0,0,RISING,1.8999999999999984,0.5,19.55673255109256,CONFIRMED_HIGH,Rajajinagar,Rajajinagar / Cell-1bffff,12.986883728947369,77.55556082426901,1.3,25.423752316420327,LOW
89618925817ffff,trend_classifier,1,0,0,RISING,0.7999999999999997,0.5,13.605731587415326,EMERGING,Mico Layout,Mico Layout / Cell-17ffff,12.936816574712644,77.60174126264367,1.3,17.687451063639923,MINIMAL
8960145ae23ffff,insufficient_data,2,0,0,UNKNOWN,0.0,0.1,28.853808239860523,NOT_HOTSPOT,Jnanabharathi,Jnanabharathi / Cell-23ffff,12.950402114865817,77.49654485171612,0.8,23.08304659188842,LOW
8961892e0dbffff,trend_classifier,24,0,0,RISING,4.3999999999999995,0.5,8.003043030798187,EMERGING,Mahadevapura,Mahadevapura / Cell-dbffff,12.993646636666666,77.70353748333333,1.3,10.403955940037644,MINIMAL
89601458663ffff,trend_classifier,2,0,0,RISING,0.4999999999999999,0.5,20.44966777702556,NOT_HOTSPOT,Rajajinagar,Rajajinagar / Cell-63ffff,13.0089486,77.53165522500001,1.3,26.58456811013323,LOW
89618924ad3ffff,trend_classifier,2,0,0,RISING,0.49999999999999994,0.5,9.331800569798084,NOT_HOTSPOT,J.P. Nagar,J.P. Nagar / Cell-d3ffff,12.910240078571428,77.58773341428571,1.3,12.131340740737508,MINIMAL
8961892cc03ffff,trend_classifier,0,0,0,FALLING,-1.8000000000000012,0.5,11.185134753689134,EMERGING,K.G. Halli,K.G. Halli / Cell-03ffff,13.03124229375,77.621397375,0.7,7.829594327582393,MINIMAL
8960145b08bffff,trend_classifier,0,0,0,FALLING,-0.5000000000000007,0.5,16.009105966930154,EMERGING,Sheshadripuram,Sheshadripuram / Cell-8bffff,12.988606835714284,77.57786736428571,0.7,11.206374176851106,MINIMAL
89601696653ffff,trend_classifier,0,0,0,FALLING,-0.8000000000000004,0.5,15.6418945595748,EMERGING,Yelahanka,Yelahanka / Cell-53ffff,13.11023206875,77.60410493125,0.7,10.94932619170236,MINIMAL
8960145b3cfffff,trend_classifier,4,0,0,RISING,0.7999999999999999,0.5,9.650183088389424,NOT_HOTSPOT,Malleshwaram,Malleshwaram / Cell-cfffff,13.009417625,77.5629259875,1.3,12.545238014906252,MINIMAL
8961892ea83ffff,trend_classifier,0,0,0,FALLING,-1.0,0.5,6.844736232948506,NOT_HOTSPOT,Banaswadi,Banaswadi / Cell-83ffff,13.007958966666669,77.6414964,0.7,4.791315363063954,MINIMAL
89618924ab7ffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,2.1200612025919603,NOT_HOTSPOT,K.S. Layout,K.S. Layout / Cell-b7ffff,12.89959950247501,77.57267638073826,1.0,2.1200612025919603,MINIMAL
896014592b7ffff,trend_classifier,9,0,0,RISING,1.5999999999999999,0.5,8.17637318606555,NOT_HOTSPOT,Jalahalli,Jalahalli / Cell-b7ffff,13.05826186097561,77.54615270243902,1.3,10.629285141885216,MINIMAL
8961892f463ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,14.528845775089664,NOT_HOTSPOT,K.R. Pura,K.R. Pura / Cell-63ffff,13.0362807,77.7353685,0.8,11.623076620071732,MINIMAL
89618924ccbffff,trend_classifier,6,0,0,FALLING,-11.300000000000006,0.5,12.37107625693781,EMERGING,Hulimavu,Hulimavu / Cell-cbffff,12.876279149090909,77.596702485,0.7,8.659753379856467,MINIMAL
89601690c73ffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,0.3103096449338279,NOT_HOTSPOT,Chikkajala,Chikkajala / Cell-73ffff,13.19323805,77.65012205,1.0,0.3103096449338279,MINIMAL
8961892628fffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,Electronic City,Electronic City / Cell-8fffff,12.8548632,77.6655121,0.8,7.106355821344419,MINIMAL
89618925c77ffff,trend_classifier,2,0,0,RISING,0.2999999999999997,0.5,8.093745731572694,NOT_HOTSPOT,Adugodi,Adugodi / Cell-77ffff,12.93136561388889,77.61390184444446,1.3,10.521869451044504,MINIMAL
896189243d7ffff,trend_classifier,3,0,0,RISING,0.9999999999999998,0.5,10.218318028717556,NOT_HOTSPOT,Madiwala,Madiwala / Cell-d7ffff,12.89981,77.62215783333333,1.3,13.283813437332824,MINIMAL
896016911d3ffff,trend_classifier,0,0,0,FALLING,-2.8000000000000016,0.5,7.076652576200258,EMERGING,Devanahalli Airport,Devanahalli Airport / Cell-d3ffff,13.244224228571428,77.7147151,0.7,4.953656803340181,MINIMAL
89618924b2bffff,trend_classifier,0,0,0,FALLING,-1.0999999999999996,0.5,20.924475472997337,EMERGING,K.S. Layout,K.S. Layout / Cell-2bffff,12.906971995046389,77.54639215874992,0.7,14.647132831098135,MINIMAL
89601451e2bffff,trend_classifier,0,0,0,STABLE,-7.850462293418875e-17,0.5,4.122261255696461,NOT_HOTSPOT,Kengeri,Kengeri / Cell-2bffff,12.9013385,77.46745385,1.0,4.122261255696461,MINIMAL
8960145a027ffff,trend_classifier,1,0,0,STABLE,-3.2853043354112167e-16,0.5,16.96846215713476,NOT_HOTSPOT,Byatarayanapura,Byatarayanapura / Cell-27ffff,12.93964516,77.53197209999999,1.0,16.96846215713476,MINIMAL
8960145a23bffff,trend_classifier,10,0,0,FALLING,-2.9000000000000044,0.5,14.38068406035608,EMERGING,Vijayanagara,Vijayanagara / Cell-3bffff,12.964316887037036,77.54245412222222,0.7,10.066478842249255,MINIMAL
8960145938bffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,Jalahalli,Jalahalli / Cell-8bffff,13.0577516,77.5338148,0.8,7.106355821344419,MINIMAL
89618924373ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,24.8917483324706,NOT_HOTSPOT,Mico Layout,Mico Layout / Cell-73ffff,12.9082899,77.613707,0.8,19.91339866597648,MINIMAL
89618924463ffff,trend_classifier,3,0,0,RISING,1.0999999999999996,0.5,18.27918302225292,CONFIRMED_HIGH,Hulimavu,Hulimavu / Cell-63ffff,12.881250920689656,77.64455119827586,1.3,23.762937928928796,LOW
896189253d3ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,18.537645151982037,NOT_HOTSPOT,HAL Old Airport,HAL Old Airport / Cell-d3ffff,12.9525834,77.6545073,0.8,14.83011612158563,MINIMAL
8961892738fffff,trend_classifier,19,0,0,RISING,1.699999999999999,0.5,15.915803261742967,EMERGING,Bellandur,Bellandur / Cell-8fffff,12.899004215210653,77.67542026853565,1.3,20.690544240265858,LOW
8961892da3bffff,trend_classifier,1,0,0,STABLE,-1.570092458683775e-16,0.5,5.521074888355648,NOT_HOTSPOT,Chikkajala,Chikkajala / Cell-3bffff,13.1222468,77.63278635,1.0,5.521074888355648,MINIMAL
8960145b52fffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,14.528845775089664,NOT_HOTSPOT,Magadi Road,Magadi Road / Cell-2fffff,12.974483,77.5573837,0.8,11.623076620071732,MINIMAL
89601459357ffff,trend_classifier,12,0,0,RISING,5.999999999999998,0.5,16.950902202676733,NOT_HOTSPOT,Jalahalli,Jalahalli / Cell-57ffff,13.0662886375,77.5323346375,1.3,22.036172863479756,LOW
89618926bc7ffff,trend_classifier,2,0,0,RISING,0.39999999999999974,0.5,11.86972586161107,NOT_HOTSPOT,Thalagattapura,Thalagattapura / Cell-c7ffff,12.850563,77.5882195625,1.3,15.43064362009439,MINIMAL
8960145b433ffff,trend_classifier,7,0,0,RISING,0.5999999999999993,0.5,16.443469891860953,CONFIRMED,Upparpet,Upparpet / Cell-33ffff,12.97630265562914,77.5833946807947,1.3,21.37651085941924,LOW
896189251b3ffff,trend_classifier,2,0,0,STABLE,0.09999999999999959,0.5,4.218690304461895,NOT_HOTSPOT,Adugodi,Adugodi / Cell-b3ffff,12.923630077777778,77.63923583333333,1.0,4.218690304461895,MINIMAL
896189209cfffff,trend_classifier,0,0,0,STABLE,-2.3715292839089236e-16,0.5,14.702467412832185,EMERGING,HAL Old Airport,HAL Old Airport / Cell-cfffff,12.936329875800856,77.70518171505984,1.0,14.702467412832185,MINIMAL
89618925843ffff,trend_classifier,0,0,0,FALLING,-0.5000000000000001,0.5,5.563546797243162,NOT_HOTSPOT,Adugodi,Adugodi / Cell-43ffff,12.949293865217392,77.60592689130435,0.7,3.894482758070213,MINIMAL
89618926bcfffff,trend_classifier,1,0,0,STABLE,0.09999999999999981,0.5,13.797142005769608,NOT_HOTSPOT,Hulimavu,Hulimavu / Cell-cfffff,12.853543266666668,77.58857666666667,1.0,13.797142005769608,MINIMAL
8960145a843ffff,insufficient_data,5,0,0,UNKNOWN,0.0,0.1,10.753736502113288,NOT_HOTSPOT,Jnanabharathi,Jnanabharathi / Cell-43ffff,12.94957712,77.48829406,0.8,8.602989201690631,MINIMAL
8960145865bffff,trend_classifier,2,0,0,STABLE,0.09999999999999967,0.5,15.863754333026048,EMERGING,Rajajinagar,Rajajinagar / Cell-5bffff,13.008800725821596,77.54309345492958,1.0,15.863754333026048,MINIMAL
89618921c57ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,18.537645151982037,NOT_HOTSPOT,Mahadevapura,Mahadevapura / Cell-57ffff,12.9832733,77.771735,0.8,14.83011612158563,MINIMAL
8961892ccdbffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,Hennuru,Hennuru / Cell-dbffff,13.030515,77.6310233,0.8,7.106355821344419,MINIMAL
8960145a15bffff,trend_classifier,0,0,0,FALLING,-2.0000000000000013,0.5,24.473881427188,NOT_HOTSPOT,Byatarayanapura,Byatarayanapura / Cell-5bffff,12.942802333333333,77.53092817777777,0.7,17.1317169990316,MINIMAL
8960145ad8fffff,trend_classifier,4,0,0,RISING,1.6,0.5,6.163064536659563,NOT_HOTSPOT,Kengeri,Kengeri / Cell-8fffff,12.914236462170518,77.48128428383637,1.3,8.011983897657432,MINIMAL
8960145126bffff,insufficient_data,3,0,0,UNKNOWN,0.0,0.1,5.397760784574039,NOT_HOTSPOT,Kengeri,Kengeri / Cell-6bffff,12.921978866666668,77.51446776666667,0.8,4.3182086276592315,MINIMAL
89618925567ffff,trend_classifier,1,0,0,FALLING,-1.0000000000000022,0.5,4.299329463906837,EMERGING,HSR Layout,HSR Layout / Cell-67ffff,12.924398213043478,77.65005895652175,0.7,3.0095306247347855,MINIMAL
8960145b1c7ffff,trend_classifier,1,0,0,FALLING,-0.6000000000000009,0.5,12.007465032503063,EMERGING,Rajajinagar,Rajajinagar / Cell-c7ffff,12.984782730188678,77.55696683207547,0.7,8.405225522752144,MINIMAL
89618925c17ffff,trend_classifier,0,0,0,FALLING,-2.4000000000000017,0.5,8.619596333129223,EMERGING,Madiwala,Madiwala / Cell-17ffff,12.923768112534162,77.61854689339623,0.7,6.033717433190456,MINIMAL
8961892e293ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,14.528845775089664,NOT_HOTSPOT,K.R. Pura,K.R. Pura / Cell-93ffff,13.0060611,77.7021478,0.8,11.623076620071732,MINIMAL
89618924233ffff,trend_classifier,0,0,0,FALLING,-1.5000000000000018,0.5,16.53563524435198,EMERGING,HSR Layout,HSR Layout / Cell-33ffff,12.907971280836463,77.62860600355235,0.7,11.574944671046385,MINIMAL
89618925683ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,18.88294477668052,EMERGING,HAL Old Airport,HAL Old Airport / Cell-83ffff,12.9400183,77.6873517,0.8,15.106355821344417,MINIMAL
8961892cd33ffff,trend_classifier,3,0,0,RISING,0.49999999999999994,0.5,13.142961384187176,EMERGING,R.T. Nagar,R.T. Nagar / Cell-33ffff,13.02127839520548,77.59260317328767,1.3,17.08584979944333,MINIMAL
8961892438bffff,trend_classifier,0,0,0,STABLE,-5.909437655256903e-17,0.5,22.14035142041924,NOT_HOTSPOT,Madiwala,Madiwala / Cell-8bffff,12.89936450107508,77.61813072260472,1.0,22.14035142041924,LOW
8961892594fffff,trend_classifier,2,0,0,RISING,0.19999999999999984,0.5,13.870018392500436,EMERGING,Wilson Garden,Wilson Garden / Cell-4fffff,12.943572222222222,77.58415173333334,1.3,18.031023910250568,MINIMAL
89618920ed3ffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,30.56406334594157,NOT_HOTSPOT,Whitefield,Whitefield / Cell-d3ffff,12.9445675,77.7532548,0.8,24.451250676753258,LOW
89618925b07ffff,trend_classifier,4,0,0,RISING,0.5999999999999999,0.5,5.458595142297853,EMERGING,City Market,City Market / Cell-07ffff,12.954725272413794,77.58289754137931,1.3,7.0961736849872095,MINIMAL
8960169014fffff,insufficient_data,1,0,0,UNKNOWN,0.0,0.1,8.882944776680523,NOT_HOTSPOT,Devanahalli Airport,Devanahalli Airport / Cell-4fffff,13.2046159,77.6772331,0.8,7.106355821344419,MINIMAL
8961892abbbffff,trend_classifier,0,0,0,FALLING,-14.20000000000001,0.5,10.027260170694474,EMERGING,K.R. Pura,K.R. Pura / Cell-bbffff,13.054547711842105,77.76315871315789,0.7,7.019082119486131,MINIMAL
8961892092bffff,trend_classifier,27,0,0,STABLE,-0.20000000000000456,0.5,20.420794799240547,CONFIRMED_HIGH,HAL Old Airport,HAL Old Airport / Cell-2bffff,12.935926797400246,77.69156215219813,1.0,20.420794799240547,LOW
89618924673ffff,trend_classifier,2,0,0,RISING,0.29999999999999977,0.5,11.620565832485354,NOT_HOTSPOT,HSR Layout,HSR Layout / Cell-73ffff,12.9020692,77.65079144,1.3,15.10673558223096,MINIMAL
